S.No,Station,Station Code,City,Division,Zone,no.
78,Sarbahara,SBRA,Bilaspur,Bilaspur,Bilaspur,39
79,Shahdol,SDL,Shahdol,Bilaspur,Bilaspur,39
80,Sheoprasadnager,SPDR,Surguja,Bilaspur,Bilaspur,39
81,Singhpur,SNGP,Shahdol,Bilaspur,Bilaspur,39
82,Surajpur Road,SJQ,Surajpur,Bilaspur,Bilaspur,39
83,Tenganmada,TGQ,Bilaspur,Bilaspur,Bilaspur,39
84,Udalkachar,UKR,Koriya,Bilaspur,Bilaspur,39
85,Umaria,UMR,Umaria,Bilaspur,Bilaspur,39
86,Urga,URGA,Korba,Bilaspur,Bilaspur,39
87,Uslapur,USL,Bilaspur,Bilaspur,Bilaspur,39
88,Venkatnagar,VKR,Anuppur,Bilaspur,Bilaspur,39
89,Vilayatkalan Road,VYK,Katni,Bilaspur,Bilaspur,39
1,Abhanpur Junction,AVP,Raipur,Raipur,Bilaspur,40
2,Baikunth,BKTH,Raipur,Raipur,Bilaspur,40
3,Balod,BXA,Balod,Raipur,Bilaspur,40
4,Belha,BYL,Bilaspur,Raipur,Bilaspur,40
5,Bhatapara,BYT,Raipur,Raipur,Bilaspur,40
6,Bhatgaon,BOV,Surguja,Raipur,Bilaspur,40
7,Bhilai,BIA,Durg,Raipur,Bilaspur,40
8,Bhilai C Cabin,CCAB,Durg,Raipur,Bilaspur,40
9,Bhilai Cabin,CABN,Durg,Raipur,Bilaspur,40
10,Bhilai D Cabin,DCAB,Durg,Raipur,Bilaspur,40
11,Bhilai G Cabin,GCAB,Durg,Raipur,Bilaspur,40
12,Bhilai H Cabin,HCAB,Durg,Raipur,Bilaspur,40
13,Bhilai Power House,BPHB,Durg,Raipur,Bilaspur,40
14,Bhilainagar,BQR,Durg,Raipur,Bilaspur,40
15,Chakarbhatha,CHBT,Bijapur,Raipur,Bilaspur,40
16,Chataud,CATD,Raipur,Raipur,Bilaspur,40
17,Dadhapara,DPH,Bilaspur,Raipur,Bilaspur,40
18,Dagori,DGS,Bilaspur,Raipur,Bilaspur,40
19,Dalli Rajhara,DRZ,Balod,Raipur,Bilaspur,40
20,Devbaloda Charoda,DBEC,Durg,Raipur,Bilaspur,40
21,Dhamtari,DTR,Dhamtari,Raipur,Bilaspur,40
22,Durg Junction,DURG,Durg,Raipur,Bilaspur,40
23,Gundardehi,GDZ,Durg,Raipur,Bilaspur,40
24,Hathbandh,HN,Raipur,Raipur,Bilaspur,40
25,Kendri,KDRI,Raipur,Raipur,Bilaspur,40
26,Kumhari,KMI,Durg,Raipur,Bilaspur,40
27,Kurud,KRX,Dhamtari,Raipur,Bilaspur,40
28,Kusumkasa,KYS,Durg,Raipur,Bilaspur,40
29,Lakholi,LAE,Raipur,Raipur,Bilaspur,40
30,Latabor,LBO,Durg,Raipur,Bilaspur,40
31,Mana,SB04,Raipur,Raipur,Bilaspur,40
32,Mandhar,MDH,Raipur,Raipur,Bilaspur,40
33,Mandir Hasaud,MNDH,Raipur,Raipur,Bilaspur,40
34,Manik Chauree Halt,MCF,Raipur,Raipur,Bilaspur,40
35,Marauda,MXA,Durg,Raipur,Bilaspur,40
36,Nipania,NPI,Raipur,Raipur,Bilaspur,40
37,Pauwara Halt,PUWA,Durg,Raipur,Bilaspur,40
38,Raipur Junction,R,Raipur,Raipur,Bilaspur,40
39,Raipur R-V Block Hut,RVH,Raipur,Raipur,Bilaspur,40
40,Rajim,RIM,Raipur,Raipur,Bilaspur,40
41,Risama,RSA,Durg,Raipur,Bilaspur,40
42,Sankra,SNKX,Raipur,Raipur,Bilaspur,40
43,Saraswatinagar,SRWN,Raipur,Raipur,Bilaspur,40
44,Sarona Cabin,SZB,Raipur,Raipur,Bilaspur,40
45,Sarsonpuri,SPY,Dhamtari,Raipur,Bilaspur,40
46,Sikosa,SKSO,Durg,Raipur,Bilaspur,40
47,Siliari,SLH,Raipur,Raipur,Bilaspur,40
48,Sirry,SIY,Raipur,Raipur,Bilaspur,40
49,Telibandha,TBD,Raipur,Raipur,Bilaspur,40
50,Tilda,TLD,Raipur,Raipur,Bilaspur,40
51,Urkura,URK,Raipur,Raipur,Bilaspur,40
52,WRS Colony PH,WRC,Raipur,Raipur,Bilaspur,40
1,Alewahi,AWH,Satara,Nagpur SEC,Bilaspur,41
2,Amdi Halt,AMDI,Chandrapur,Nagpur SEC,Bilaspur,41
3,Amgaon,AGN,Gondia,Nagpur SEC,Bilaspur,41
4,Arjuni,AJU,Gondia,Nagpur SEC,Bilaspur,41
5,Arunnagar,ARNG,Gadchiroli,Nagpur SEC,Bilaspur,41
6,Bakal,BAKL,Rajnandgaon,Nagpur SEC,Bilaspur,41
7,Balaghat Junction,BTC,Balaghat,Nagpur SEC,Bilaspur,41
8,Bamhni,BMW,Nagpur,Nagpur SEC,Bilaspur,41
9,Barabhati,BFF,Gondia,Nagpur SEC,Bilaspur,41
10,Bargi,BUQ,Jabalpur,Nagpur SEC,Bilaspur,41
11,Bhandara Road,BRD,Bhandara,Nagpur SEC,Bilaspur,41
12,Bhandewadi Halt,BNWD,Nagpur,Nagpur SEC,Bilaspur,41
13,Bhiwapur,BWV,Nagpur,Nagpur SEC,Bilaspur,41
14,Bhuyar,BHRH,Bhandara,Nagpur SEC,Bilaspur,41
15,Binaiki,VNK,Seoni,Nagpur SEC,Bilaspur,41
16,Birsola,BRA,Gondia,Nagpur SEC,Bilaspur,41
17,Bortalao,BTL,Rajnandgaon,Nagpur SEC,Bilaspur,41
18,Bramhapuri,BMP,Chandrapur,Nagpur SEC,Bilaspur,41
19,Chacher,CHCR,Nagpur,Nagpur SEC,Bilaspur,41
20,Chanda Fort,CAF,Chandrapur,Nagpur SEC,Bilaspur,41
21,Charghat Piparia,CRE,Jabalpur,Nagpur SEC,Bilaspur,41
22,Chhindwara Junction,CWA,Chhindwara,Nagpur SEC,Bilaspur,41
23,Chicholi,CCO,Bhandara,Nagpur SEC,Bilaspur,41
24,Chicholi Buzurg,CCBG,Gadchiroli,Nagpur SEC,Bilaspur,41
25,Darekasa,DKS,Rajnandgaon,Nagpur SEC,Bilaspur,41
26,Devri P.H.,DRPH,Seoni,Nagpur SEC,Bilaspur,41
27,Dewalgaon,DEW,Gondia,Nagpur SEC,Bilaspur,41
28,Dhanoli,DNL,Gondia,Nagpur SEC,Bilaspur,41
29,Dighori Buzurg,DGY,Nagpur,Nagpur SEC,Bilaspur,41
30,Dongargarh,DGG,Rajnandgaon,Nagpur SEC,Bilaspur,41
31,Dongri Buzurg,DGBZ,Bhandara,Nagpur SEC,Bilaspur,41
32,Dumri Khurd,DKU,Nagpur,Nagpur SEC,Bilaspur,41
33,Gangajhari,GJ,Gondia,Nagpur SEC,Bilaspur,41
34,Gankhera Halt,GKT,Gondia,Nagpur SEC,Bilaspur,41
35,Garha Goods Shed,GGGS,Jabalpur,Nagpur SEC,Bilaspur,41
36,Garra,GRHX,Balaghat,Nagpur SEC,Bilaspur,41
37,Gatra Halt,GRJ,Gondia,Nagpur SEC,Bilaspur,41
38,Ghunsore,GNS,Seoni,Nagpur SEC,Bilaspur,41
39,Gobarwahi,GBRI,Bhandara,Nagpur SEC,Bilaspur,41
40,Gond Umri,GMI,Gondia,Nagpur SEC,Bilaspur,41
41,Gondia Junction,G,Gondia,Nagpur SEC,Bilaspur,41
42,Gonglee,GNL,Gondia,Nagpur SEC,Bilaspur,41
43,Gudma,GDM,Gondia,Nagpur SEC,Bilaspur,41
44,Gwarighat,GRG,Jabalpur,Nagpur SEC,Bilaspur,41
45,Hatta Road,HTT,Balaghat,Nagpur SEC,Bilaspur,41
46,Hirdamali,HDM,Gondia,Nagpur SEC,Bilaspur,41
47,Howbadh Jabalpur,HBG,Jabalpur,Nagpur SEC,Bilaspur,41
48,Itwari,ITR,Nagpur,Nagpur SEC,Bilaspur,41
49,Itwari NG,ITRN,Nagpur,Nagpur SEC,Bilaspur,41
50,Jamtara Paraswara,JPV,Jabalpur,Nagpur SEC,Bilaspur,41
51,Jatkanhar,JTR,Rajnandgaon,Nagpur SEC,Bilaspur,41
52,Kachewani,KWN,Gondia,Nagpur SEC,Bilaspur,41
53,Kaladehi,KDHI,Jabalpur,Nagpur SEC,Bilaspur,41
54,Kalamna,KAV,Nagpur,Nagpur SEC,Bilaspur,41
55,Kamptee,KP,Nagpur,Nagpur SEC,Bilaspur,41
56,Kanhad Gaon,KNDG,Balaghat,Nagpur SEC,Bilaspur,41
57,Kanhan Junction,KNHN,Nagpur,Nagpur SEC,Bilaspur,41
58,Kargaon Halt,KRNG,Nagpur,Nagpur SEC,Bilaspur,41
59,Kargaon Halt,KRGN,Nagpur,Nagpur SEC,Bilaspur,41
60,Katangi,KGE,Balaghat,Nagpur SEC,Bilaspur,41
61,Kaydi Halt,KAYI,Balaghat,Nagpur SEC,Bilaspur,41
62,Kelzar,KEZ,Chandrapur,Nagpur SEC,Bilaspur,41
63,Kempalsad Halt,KEMP,Nagpur,Nagpur SEC,Bilaspur,41
64,Khara,KRXA,Balaghat,Nagpur SEC,Bilaspur,41
65,Khat,KHAT,Nagpur,Nagpur SEC,Bilaspur,41
66,Khodseoni,KSIH,Gondia,Nagpur SEC,Bilaspur,41
67,Kirmiti Mendha,KMMD,Chandrapur,Nagpur SEC,Bilaspur,41
68,Kochewahi,KFX,Balaghat,Nagpur SEC,Bilaspur,41
69,Koka,KOKA,Bhandara,Nagpur SEC,Bilaspur,41
70,Kotgaon Halt,KTGO,Chandrapur,Nagpur SEC,Bilaspur,41
71,Kuhi,KUHI,Nagpur,Nagpur SEC,Bilaspur,41
72,Lakhanwara,LNW,Balaghat,Nagpur SEC,Bilaspur,41
73,Mahkepar Road,MKZ,Balaghat,Nagpur SEC,Bilaspur,41
74,Mahuli,MZB,Nagpur,Nagpur SEC,Bilaspur,41
75,Mandla Fort,MFR,Mandla,Nagpur SEC,Bilaspur,41
76,Mangli Halt,MGLI,Chandrapur,Nagpur SEC,Bilaspur,41
77,Mindala,MWG,Chandrapur,Nagpur SEC,Bilaspur,41
78,Mitewani,MTWN,Bhandara,Nagpur SEC,Bilaspur,41
79,Mohadara,MXZ,Nagpur,Nagpur SEC,Bilaspur,41
80,Mul Marora,MME,Chandrapur,Nagpur SEC,Bilaspur,41
81,Mundikota,MNU,Bhandara,Nagpur SEC,Bilaspur,41
82,Murhipar,MUP,Rajnandgaon,Nagpur SEC,Bilaspur,41
83,Musra,MUA,Rajnandgaon,Nagpur SEC,Bilaspur,41
84,Nagbhir Junction,NAB,Chandrapur,Nagpur SEC,Bilaspur,41
85,Nagbhir NG,NABN,Chandrapur,Nagpur SEC,Bilaspur,41
86,Nagpur Moti Bagh,MIB,Nagpur,Nagpur SEC,Bilaspur,41
87,Nagpur NG,NGPB,Nagpur,Nagpur SEC,Bilaspur,41
88,Nagradham P.H.,NGDM,Gondia,Nagpur SEC,Bilaspur,41
89,Nainpur Junction,NIR,Mandla,Nagpur SEC,Bilaspur,41
90,Paniajob,PJB,Rajnandgaon,Nagpur SEC,Bilaspur,41
91,Parmalkasa,PMS,Rajnandgaon,Nagpur SEC,Bilaspur,41
92,Pauni Road,PNRD,Bhandara,Nagpur SEC,Bilaspur,41
93,Pindkepar Halt,PQH,Gondia,Nagpur SEC,Bilaspur,41
94,Pratap Bagh,PRBG,Gondia,Nagpur SEC,Bilaspur,41
95,Raj Nandgaon,RJN,Rajnandgaon,Nagpur SEC,Bilaspur,41
96,Rajoli,ROL,Bhandara,Nagpur SEC,Bilaspur,41
97,Ramtek,RTK,Nagpur,Nagpur SEC,Bilaspur,41
98,Rasmara,RSM,Durg,Nagpur SEC,Bilaspur,41
99,Rewral,RRL,Nagpur,Nagpur SEC,Bilaspur,41
100,Salekasa,SKS,Rajnandgaon,Nagpur SEC,Bilaspur,41
101,Salwa,SAL,Nagpur,Nagpur SEC,Bilaspur,41
102,Saongi,SGC,Balaghat,Nagpur SEC,Bilaspur,41
103,Shikara,SKY,Seoni,Nagpur SEC,Bilaspur,41
104,Sindewahi,SYE,Chandrapur,Nagpur SEC,Bilaspur,41
105,Sondad,SNV,Bhandara,Nagpur SEC,Bilaspur,41
106,Sukli,SKLI,Balaghat,Nagpur SEC,Bilaspur,41
107,Sukrimangela,SOY,Jabalpur,Nagpur SEC,Bilaspur,41
108,Talodhi Road,TUD,Chandrapur,Nagpur SEC,Bilaspur,41
109,Tempa,TEP,Chandrapur,Nagpur SEC,Bilaspur,41
110,Tharsa,TAR,Nagpur,Nagpur SEC,Bilaspur,41
111,Tirodi,TRDI,Balaghat,Nagpur SEC,Bilaspur,41
112,Tirora,TRO,Gondia,Nagpur SEC,Bilaspur,41
113,Titur,TOR,Nagpur,Nagpur SEC,Bilaspur,41
114,Tolewahi Halt,TWI,Chandrapur,Nagpur SEC,Bilaspur,41
115,Tumsar Road,TMR,Bhandara,Nagpur SEC,Bilaspur,41
116,Tumsar Town,TMS,Bhandara,Nagpur SEC,Bilaspur,41
117,Umred,URR,Nagpur,Nagpur SEC,Bilaspur,41
118,Wadegaon,WDG,Akola,Nagpur SEC,Bilaspur,41
119,Wadsa,WSA,Chandrapur,Nagpur SEC,Bilaspur,41
120,Waraseoni,WRI,Balaghat,Nagpur SEC,Bilaspur,41
1,Achhalda,ULD,Auraiya,Allahabad,Allahabad,42
2,Agori Khas,AGY,Sonbhadra,Allahabad,Allahabad,42
3,Ahraura Road,ARW,Mirzapur,Allahabad,Allahabad,42
4,Ajaibpur,AJR,Gautam Buddh Nagar,Allahabad,Allahabad,42
5,Aligarh Junction,ALJN,Aligarh,Allahabad,Allahabad,42
6,Allahabad Chheoki Junction,ACOI,Allahabad,Allahabad,Allahabad,42
7,Allahabad Junction,ALD,Allahabad,Allahabad,Allahabad,42
8,Ambiapur,AAP,Kanpur,Allahabad,Allahabad,42
9,Araon,AON,Firozabad,Allahabad,Allahabad,42
10,Athsarai,ASCE,Kaushambi,Allahabad,Allahabad,42
11,Aung,AUNG,Mainpuri,Allahabad,Allahabad,42
12,Awa Garh,AWG,Etah,Allahabad,Allahabad,42
13,B L Daspuri,BBLK,Farrukhabad,Allahabad,Allahabad,42
14,Baidpur,BPUR,Etawah,Allahabad,Allahabad,42
15,Balrai,BBL,Etawah,Allahabad,Allahabad,42
16,Bamhrauli,BMU,Allahabad,Allahabad,Allahabad,42
17,Barhan,BRN,Mathura,Allahabad,Allahabad,42
18,Bhadan,BDN,Firozabad,Allahabad,Allahabad,42
19,Bharthana,BNT,Etawah,Allahabad,Allahabad,42
20,Bharwari,BRE,Kaushambi,Allahabad,Allahabad,42
21,Bhaupur,BPU,Kanpur,Allahabad,Allahabad,42
22,Bheerpur,BEP,Allahabad,Allahabad,Allahabad,42
23,Bhongaon,BGQ,Mainpuri,Allahabad,Allahabad,42
24,Bhujia,BUJA,Mainpuri,Allahabad,Allahabad,42
25,Bidanpur,BDNP,Kaushambi,Allahabad,Allahabad,42
26,Bindki Road,BKO,Fatehpur,Allahabad,Allahabad,42
27,Birohe,BEO,Mirzapur,Allahabad,Allahabad,42
28,Boraki,BRKY,Gautam Buddh Nagar,Allahabad,Allahabad,42
29,Buraha Bharthara,BUBT,Faizabad,Allahabad,Allahabad,42
30,Chakeri,CHK,Kanpur,Allahabad,Allahabad,42
31,Chamrola,CMR,Bijnor,Allahabad,Allahabad,42
32,Chandari,CNBI,Kanpur,Allahabad,Allahabad,42
33,Chheoki Junction,COI,Allahabad,Allahabad,Allahabad,42
34,Chola,CHL,Bulandshahr,Allahabad,Allahabad,42
35,Chunar Junction,CAR,Mirzapur,Allahabad,Allahabad,42
